period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Βούλγαρης Αλέξανδρος Ευαγγέλου,ΠΑ.ΣΟ.Κ.,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Νάκος Αθανάσιος  Σταύρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Μακρή Ζωή (Ζέττα) Μιχαήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Γκατζής Νικόλαος Φιλίππου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κατσιλιέρης Πέτρος Ιωάννη,ΠΑ.ΣΟ.Κ.,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Μπένος Σταύρος - Ιωάννης Θεοδώρου,ΠΑ.ΣΟ.Κ.,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Γιαννακόπουλος Ιωάννης Φωτίου,ΠΑ.ΣΟ.Κ.,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Καλαντζάκου Σοφία Αριστείδη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Παπανικολάου Ελευθέριος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Λαμπρόπουλος Ιωάννης Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Σγουρίδης Παναγιώτης Σγουρή,ΠΑ.ΣΟ.Κ.,ΞΑΝΘΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Στολίδης Σωτήριος Δημητρίου,ΠΑ.ΣΟ.Κ.,ΞΑΝΘΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κοντός Αλέξανδρος Ευστρατίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΞΑΝΘΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Πασχαλίδης Γεώργιος Παναγιώτη,ΠΑ.ΣΟ.Κ.,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Βοσνάκης Χρήστος Δημητρίου,ΠΑ.ΣΟ.Κ.,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Καρασμάνης Γεώργιος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Φουντουκίδου - Θεοδωρίδου Παρθένα Ευσταθίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Τζαμτζής Ιορδάνης (Δάνης) Συμεών,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Τσερτικίδης Παντελής Αναστασίου,ΠΑ.ΣΟ.Κ.,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Αρσένη Μαρία Ηλία,ΠΑ.ΣΟ.Κ.,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κωνσταντόπουλος Γεώργιος Λεωνίδα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Πολύζος Ευάγγελος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Τσεκούρας Ιωάννης Γρηγορίου,ΠΑ.ΣΟ.Κ.,ΠΡΕΒΕΖΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Τρυφωνίδης Γεώργιος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΡΕΒΕΖΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κεφαλογιάννης Ιωάννης Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΡΕΘΥΜΝΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Λουκάκης Μανώλης Χαραλάμπους,ΠΑ.ΣΟ.Κ.,ΡΕΘΥΜΝΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Γκαλήπ Γκαλήπ Σαμπαχεδίν,ΠΑ.ΣΟ.Κ.,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Στυλιανίδης Ευριπίδης Στυλιανού,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Μεχμέτ Αχμέτ Μουσταφά,ΠΑ.ΣΟ.Κ.,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Βαρδίκος Πυθαγόρας Χαραλάμπους,ΠΑ.ΣΟ.Κ.,ΣΑΜΟΥ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Ανθόπουλος Ιωάννης Ευσταθίου,ΠΑ.ΣΟ.Κ.,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Βασιλακάκης Βασίλειος Φωτίου,ΠΑ.ΣΟ.Κ.,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Λεονταρίδης Θεόφιλος Χρήστου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Καραμανλής Αχιλλεύς Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κόλλια - Τσαρουχά Μαρία Ευστρατίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Χαϊτίδης Ευγένιος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Τσιπλάκης Κωνσταντίνος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Μαγκούφης Χρήστος Ευθυμίου,ΠΑ.ΣΟ.Κ.,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Σκρέκας Θεόδωρος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Χατζηγάκης Σωτήριος Μιχαήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Λέγκας Νικόλαος Σωτηρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Μάτης Αθανάσιος Δημητρίου,ΠΑ.ΣΟ.Κ.,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Παπαδήμας Λάμπρος Ηλία,ΠΑ.ΣΟ.Κ.,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Βαθειάς Ιωάννης Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Αλαμπάνος Δημήτριος Νικολάου,ΠΑ.ΣΟ.Κ.,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Γιαννόπουλος Αθανάσιος Λάμπρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Καλλιώρας Ηλίας Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Αγγελούσης Ευστάθιος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Λιάνης Γεώργιος Θεμιστοκλή,ΠΑ.ΣΟ.Κ.,ΦΛΩΡΙΝΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κορτσάρης Νικόλαος Χαραλάμπους,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΛΩΡΙΝΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Θάνος Δημήτριος Ιωάννη,ΠΑ.ΣΟ.Κ.,ΦΩΚΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Γκελεστάθης Νικόλαος Αναστασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΩΚΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Πάχτας Χρήστος Αστερίου,ΠΑ.ΣΟ.Κ.,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Πάππας Βασίλειος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Φλωρίνης Αθηναίος Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Σκουλάκης Εμμανουήλ Γεωργίου,ΠΑ.ΣΟ.Κ.,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Δαμιανάκης Ευτύχιος Νικολάου,ΠΑ.ΣΟ.Κ.,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Βαλυράκης Ιωσήφ Ιωαν.,ΠΑ.ΣΟ.Κ.,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Μαρκογιαννάκης Χρήστος Εμμανουήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Τσουρή Ελπίδα Στεφάνου,ΠΑ.ΣΟ.Κ.,ΧΙΟΥ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Βαρίνος Αθανάσιος Σπύρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΙΟΥ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Παπανδρέου Βασιλική (Βάσω) Ανδρέα,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κακλαμάνης Απόστολος Χρήστου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Λοβέρδος Ανδρέας Νικολάου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κούρκουλα Ελένη Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Γείτονας Κωνσταντίνος Ιωάννη,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Πρωτόπαπας Χρήστος Ιωάννη,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Παπαϊωάννου Μιλτιάδης Ηλία,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κουλούρης Κίμων Αριστοτέλη,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Μαντέλης Αναστάσιος Χαραλάμπους,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Δασκαλάκης Γεώργιος Παναγιώτη,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κοντογιαννόπουλος Βασίλειος Νικολάου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κατσέλη Ελεωνόρα (Νόρα)  Πελοπίδα,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Ανωμερίτης Γεώργιος Δημητρίου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Χυτήρης Τηλέμαχος Γερασίμου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Μητσοτάκης Κωνσταντίνος Κυριάκου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Τζαννετάκης Τζαννής Πέτρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Παναγιωτόπουλος Παναγιώτης (Πάνος) Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Μεϊμαράκης Ευάγγελος - Βασίλειος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Πολύδωρας Βύρων Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Λιάπης Μιχάλης - Γιώργος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Βαρβιτσιώτης  Μιλτιάδης  Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Πετραλιά - Πάλλη Φάνη Επαμεινώνδα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Καμμένος Παναγιώτης (Πάνος) Ηλία,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Καρατζαφέρης Γεώργιος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κασίμης Θεόδωρος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Γιακουμάτος Γεράσιμος Χαραλάμπους,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Παπακώστα - Σιδηροπούλου Αικατερίνη Αγγέλου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Ανδρεουλάκος Απόστολος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Καρράς Κώστας Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Παπαρήγα Αλεξάνδρα Νικολάου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κολοζώφ Ορέστης Ορέστη,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Σκυλλάκος Αντώνιος Ηλία,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κουβέλης Φώτιος - Φανούριος Ευαγγέλου,ΣΥΝΑΣΠΙΣΜΟΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Χαραλαμπόπουλος Ιωάννης Γεωργίου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Ι' Περιόδου  (09/04/2000 - 11/02/2004),Κατσανέβας Θεόδωρος Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Στεφανής Κωνσταντίνος Νικολάου,ΠΑ.ΣΟ.Κ.,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παντερμαλής Δημήτριος Στεφάνου,ΠΑ.ΣΟ.Κ.,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μανίκας Στέφανος Αναστασίου,ΠΑ.ΣΟ.Κ.,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μαντέλης Αναστάσιος Χαραλάμπους,ΠΑ.ΣΟ.Κ.,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παρασκευόπουλος Παρασκευάς Νικολάου,ΠΑ.ΣΟ.Κ.,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μολυβιάτης Πέτρος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παυλόπουλος Προκόπιος Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αλογοσκούφης Γεώργιος Σπυρίψων,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Τζωάννος Ιωάννης Γαβριήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Λουκάκος Παναγιώτης Ανδρέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Κωνσταντοπούλου Μαρία Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Χριστοδουλάκης Νίκος Μιχαήλ,ΠΑ.ΣΟ.Κ.,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπανδρέου  Γεώργιος  Ανδρέα,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αρσένης Γεράσιμος Διονυσίου,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Παπαντωνίου Ιωάννης (Γιάννος) Παναγιώτη,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Αλευράς Αθανάσιος (Νάσος) Γεωργίου,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Οικονόμου Παντελής Σπυρίδωνα,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Τσούρας Αθανάσιος Αγγέλου,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Πεπονής Αναστάσιος Ιωάννη,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Ανουσάκη Ελένη - Ηλέκτρα  Ευαγγέλου,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Ρωμαίος Γεώργιος Θεοδώρου,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  Θ΄ Περιόδου  (22/09/1996 - 14/03/2000),Μπακογιάννη  Θεοδώρα (Ντόρα) Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
